filename,age,gender,dominant_gender,error
id27_439.jpg,32.0,"{'Woman': 2.8663156554102898, 'Man': 97.1336841583252}",Man,
id26_394.jpg,23.0,"{'Woman': 2.4001331999897957, 'Man': 97.59986400604248}",Man,
id101_2579.jpg,35.0,"{'Woman': 4.975466802716255, 'Man': 95.02453207969666}",Man,
id60_1619.jpg,34.0,"{'Woman': 12.286674976348877, 'Man': 87.7133309841156}",Man,
id83_2150.jpg,28.0,"{'Woman': 10.96399873495102, 'Man': 89.03599977493286}",Man,
id61_1664.jpg,31.0,"{'Woman': 12.15352863073349, 'Man': 87.84646987915039}",Man,
id65_1727.jpg,34.0,"{'Woman': 3.694435954093933, 'Man': 96.3055670261383}",Man,
id39_902.jpg,30.0,"{'Woman': 15.870320796966553, 'Man': 84.12967920303345}",Man,
id54_1519.jpg,35.0,"{'Woman': 5.6997425854206085, 'Man': 94.30026412010193}",Man,
id78_2176.jpg,26.0,"{'Woman': 13.800786435604095, 'Man': 86.19921803474426}",Man,
id40_1042.jpg,24.0,"{'Woman': 9.457283467054367, 'Man': 90.54271578788757}",Man,
id90_2391.jpg,32.0,"{'Woman': 15.082557499408722, 'Man': 84.9174439907074}",Man,
id5_197.jpg,27.0,"{'Woman': 5.711621791124344, 'Man': 94.28837895393372}",Man,
id3_81.jpg,27.0,"{'Woman': 1.579112559556961, 'Man': 98.4208881855011}",Man,
id78_2117.jpg,40.0,"{'Woman': 22.195003926753998, 'Man': 77.80499458312988}",Man,
id54_1562.jpg,25.0,"{'Woman': 10.485314577817917, 'Man': 89.51468467712402}",Man,
id44_1053.jpg,33.0,"{'Woman': 2.9409343376755714, 'Man': 97.0590591430664}",Man,
id122_3147.jpg,,,,'tuple' object has no attribute 'shape'
id94_2569.jpg,24.0,"{'Woman': 2.5350768119096756, 'Man': 97.46492505073547}",Man,
id78_2044.jpg,34.0,"{'Woman': 2.7283214032649994, 'Man': 97.2716748714447}",Man,
id106_2948.jpg,28.0,"{'Woman': 18.341438472270966, 'Man': 81.65855407714844}",Man,
id78_2148.jpg,32.0,"{'Woman': 18.76762956380844, 'Man': 81.23236298561096}",Man,
id18_671.jpg,30.0,"{'Woman': 13.719645142555237, 'Man': 86.280357837677}",Man,
id77_2049.jpg,29.0,"{'Woman': 3.558511659502983, 'Man': 96.4414894580841}",Man,
id77_2140.jpg,24.0,"{'Woman': 12.174060940742493, 'Man': 87.82593607902527}",Man,
id90_2419.jpg,34.0,"{'Woman': 11.182648688554764, 'Man': 88.8173520565033}",Man,
id42_1088.jpg,28.0,"{'Woman': 2.6081381365656853, 'Man': 97.39185571670532}",Man,
id55_1532.jpg,30.0,"{'Woman': 2.2460291162133217, 'Man': 97.75396585464478}",Man,
id109_2729.jpg,32.0,"{'Woman': 18.665699660778046, 'Man': 81.33429884910583}",Man,
id106_2912.jpg,30.0,"{'Woman': 1.0240238159894943, 'Man': 98.97597432136536}",Man,
id11_181.jpg,31.0,"{'Woman': 5.848826095461845, 'Man': 94.15117502212524}",Man,
id126_3212.jpg,38.0,"{'Woman': 14.047235250473022, 'Man': 85.95276474952698}",Man,
id62_1732.jpg,28.0,"{'Woman': 32.09831714630127, 'Man': 67.90168285369873}",Man,
id95_2533.jpg,23.0,"{'Woman': 9.568137675523758, 'Man': 90.4318630695343}",Man,
id42_1033.jpg,30.0,"{'Woman': 16.408240795135498, 'Man': 83.5917592048645}",Man,
id5_190.jpg,28.0,"{'Woman': 10.091300308704376, 'Man': 89.90869522094727}",Man,
id40_936.jpg,30.0,"{'Woman': 9.566318988800049, 'Man': 90.43367505073547}",Man,
id62_1705.jpg,33.0,"{'Woman': 9.438464790582657, 'Man': 90.56153297424316}",Man,
id63_1752.jpg,26.0,"{'Woman': 10.86675226688385, 'Man': 89.13324475288391}",Man,
id18_317.jpg,35.0,"{'Woman': 18.56856197118759, 'Man': 81.43143653869629}",Man,
id68_1823.jpg,28.0,"{'Woman': 13.550430536270142, 'Man': 86.44956946372986}",Man,
id42_1114.jpg,28.0,"{'Woman': 18.180835247039795, 'Man': 81.8191647529602}",Man,
id118_2992.jpg,33.0,"{'Woman': 67.03758835792542, 'Man': 32.962408661842346}",Woman,
id43_1210.jpg,29.0,"{'Woman': 6.569986790418625, 'Man': 93.43001246452332}",Man,
id30_489.jpg,25.0,"{'Woman': 12.557056546211243, 'Man': 87.442946434021}",Man,
id90_2578.jpg,25.0,"{'Woman': 4.924727976322174, 'Man': 95.07526755332947}",Man,
id73_1919.jpg,27.0,"{'Woman': 22.64144718647003, 'Man': 77.35854983329773}",Man,
id121_3233.jpg,,,,'tuple' object has no attribute 'shape'
id45_1052.jpg,30.0,"{'Woman': 10.97073033452034, 'Man': 89.02926445007324}",Man,
id69_1876.jpg,27.0,"{'Woman': 9.621211141347885, 'Man': 90.37878513336182}",Man,
id1_214.jpg,30.0,"{'Woman': 14.356262981891632, 'Man': 85.64373850822449}",Man,
id47_1260.jpg,24.0,"{'Woman': 11.414378881454468, 'Man': 88.58561515808105}",Man,
